,Age,RestingBP,Cholesterol,FastingBS,MaxHR,Oldpeak,HeartDisease,0,1,2,3,4,5,6
mean,53.510893246187365,132.39651416122004,198.7995642701525,0.23311546840958605,136.80936819172112,0.8873638344226579,0.5533769063180828,,,,,,,
std,9.43261650673201,18.5141541199078,109.38414455220348,0.423045624739303,25.4603341382503,1.0665701510493257,0.4974137382845968,,,,,,,
mean,,,,,,,,51.7633503959477,93.49891901612281,279.4459318219721,0.4285150893628597,138.80620034915208,1.826687579059601,0.5157334751188755
std,,,,,,,,4.42970030160995,20.080874319822883,62.64219698187049,0.08669388625874996,11.731452946541058,0.7824099320542672,0.0898717818018788
