,Age,RestingBP,Cholesterol,FastingBS,MaxHR,Oldpeak,HeartDisease,0,1,2,3,4,5,6
mean,53.510893246187365,132.39651416122004,198.7995642701525,0.23311546840958605,136.80936819172112,0.8873638344226579,0.5533769063180828,,,,,,,
std,9.43261650673201,18.5141541199078,109.38414455220348,0.423045624739303,25.4603341382503,1.0665701510493257,0.4974137382845968,,,,,,,
mean,,,,,,,,55.49587318301201,81.4697402715683,270.8869409948587,0.5349536001682281,141.41939622163773,1.2236030936241153,0.5342099785804748
std,,,,,,,,3.467820806267709,22.09681865826335,73.65466477728424,0.09980121463848331,8.051186304211251,0.7964482060965864,0.0961999895143651
